emp_id,dept,projects,avg_hrs_month,last_eval_score,tenure_years,satisfaction,promotion_5yr,perf_rating
1044,Ops,9,244,0.4269121408141412,8,0.9914246773694319,0,Medium
1045,HR,5,243,0.6703582113898804,6,0.5279793614447672,0,Medium
1046,Fin,5,188,0.9576560166838683,5,0.5758952327478397,0,Medium
1047,Sales,9,248,0.4991223636027101,8,0.7223339373484243,0,Medium
1048,Ops,8,167,0.6339234117649265,2,0.8611790052339134,0,Medium
1049,Fin,7,208,0.8379161853090871,1,0.6286630657419435,0,High
1050,Tech,7,166,0.9293551336569086,1,0.5958592236522708,0,High
1051,Fin,8,163,0.8025658028455047,4,0.9969464835163657,0,High
1052,HR,7,180,0.5549039525147016,6,0.3073455487979611,0,Medium
1053,Sales,4,173,0.8047647117497297,9,0.9265457021958721,0,Medium
1054,Sales,5,248,0.578036584662454,1,0.40439857815781616,0,Low
1055,Fin,8,209,0.8310575378912411,1,0.8501476933462393,0,High
1056,Tech,5,194,0.9724198765510244,5,0.7325520918924086,0,Medium
1057,HR,9,247,0.832836070663773,5,0.5392930998486645,0,High
1058,Fin,2,152,0.9177283017474475,5,0.9117124688647128,1,Medium
1059,Fin,4,186,0.4012623059055301,6,0.30903505958669436,0,Medium
1060,Sales,6,192,0.8305432748389566,8,0.45868345645244657,0,Medium
1061,HR,4,189,0.8977525341191502,3,0.6968249573746752,0,Medium
1062,Tech,8,239,0.4243352425268089,9,0.5460795820347886,0,Medium
1063,Sales,6,204,0.9229586363729384,1,0.7272642467228293,0,Medium
1064,Fin,2,236,0.5540165369860275,4,0.31687713538606677,0,Low
1065,Sales,8,188,0.7991752611868331,9,0.3815212513371988,0,Medium
1066,Sales,3,164,0.880212927414044,8,0.38896736815290744,0,Medium
1067,Ops,5,153,0.7975987078356133,9,0.4324985521412066,0,Medium
1068,Sales,2,242,0.45537087524395436,1,0.6215320085603799,0,Medium
1069,Sales,5,235,0.757792911316221,9,0.8264900896804998,0,Medium
1070,HR,7,174,0.7297501940332861,3,0.9338771865502308,0,Medium
1071,Sales,3,162,0.9401927608445629,9,0.8847607711989722,0,Medium
1072,Tech,3,231,0.6425438377865256,1,0.4378215102429785,0,Low
1073,Fin,2,182,0.5926486582522301,1,0.6088053865614427,0,Medium
1074,HR,3,165,0.8499104586618798,9,0.4395881184309745,0,Medium
1075,Sales,6,191,0.647605195650038,6,0.48513027166703354,0,Medium
1076,Tech,3,215,0.7876577050030378,4,0.6524828870583202,0,Medium
1077,Fin,5,204,0.7878700540747642,7,0.34767631730646575,0,Medium
1078,HR,5,248,0.9328234386160706,5,0.4527220307152912,0,Low
1079,Tech,8,191,0.7592154413914585,7,0.954764712914982,0,Medium
1080,Sales,5,183,0.7012921659771921,8,0.6262814048609423,0,Medium
1081,Ops,8,179,0.4833227958379102,8,0.6117705681845105,0,Medium
1082,Ops,5,162,0.46944256400722323,1,0.3101970083258952,1,Medium
1083,HR,6,162,0.49259293916984764,8,0.47317982294084204,0,Medium
1084,Tech,9,167,0.5031090887962567,6,0.9064047051875269,0,Medium
1085,Fin,8,181,0.7827262555981803,4,0.4152398997810681,0,Medium
1086,Tech,4,245,0.8445887501647471,8,0.5905874576743048,0,Medium
1087,Ops,7,248,0.7179949137558512,3,0.3100316341069009,0,Low
1088,HR,2,188,0.8974106395272946,4,0.634834837169389,0,Medium
1089,Sales,5,195,0.9947579360401799,6,0.314714774708352,0,Medium
1090,Tech,3,178,0.8920075774716136,7,0.8737266871460598,1,Medium
1091,Ops,9,211,0.8169294242055755,4,0.8773976372409724,0,High
1092,Fin,5,242,0.7194956196622879,4,0.8514195318116589,0,Medium
1093,HR,3,211,0.6693118430048249,7,0.49835484822378273,1,Medium
1094,Sales,7,206,0.45063542832672543,6,0.8860660527552726,0,Medium
1095,Tech,7,165,0.6396212490368146,8,0.6800986928236885,1,Medium
1096,Fin,7,205,0.9460807820692806,1,0.5616656762069017,1,High
1097,Sales,3,159,0.8848135779439318,7,0.7377309717929631,0,Medium
1098,Ops,5,179,0.5296308190070124,7,0.3086387322422618,0,Medium
1099,Ops,7,174,0.6799646708183296,7,0.4000726143205265,0,Medium
1100,Fin,6,233,0.8900339215351267,7,0.8196054767191839,0,Medium
1101,Ops,8,154,0.4404307328713135,8,0.4709131261013071,1,Medium
1102,HR,3,214,0.6324355514011956,9,0.7186063821301247,0,Medium
1103,Fin,3,243,0.9111047421243685,9,0.5695718219761208,0,Medium
1104,Ops,5,198,0.6423387185020742,2,0.898364045159483,0,Medium
1105,Tech,3,152,0.44656878683886453,7,0.9666907141976505,0,Medium
1106,Ops,3,194,0.7255206211193509,7,0.9184953098591332,0,Medium
1107,HR,7,163,0.9170454969509773,4,0.48943399628551765,0,High
1108,Sales,5,179,0.7541713257718958,9,0.4359140083322576,0,Medium
1109,Sales,7,217,0.5357674649285391,8,0.6321044255345145,0,Medium
1110,Ops,8,167,0.6305437720824288,1,0.30513390558532616,1,Medium
1111,Sales,9,211,0.6700740167091593,2,0.3180665750042272,0,Medium
1112,Ops,8,186,0.747559812292316,2,0.6873034477361,0,Medium
1113,HR,9,174,0.8556106154515678,8,0.6643145829157001,0,High
1114,Sales,7,197,0.45932417058438124,1,0.9962073923246819,0,Medium
1115,Tech,8,214,0.9337912198105398,4,0.44128928475463064,0,High
1116,Ops,5,202,0.4073858218096454,5,0.4806727504123279,1,Medium
1117,Sales,2,228,0.6220314008045532,9,0.37947844962840066,0,Medium
1118,HR,7,222,0.4164521859835946,7,0.9422801067576212,0,Medium
1119,HR,9,164,0.6357845352071748,8,0.8444678711209155,0,Medium
1120,Tech,6,198,0.7154875593239942,9,0.8756373780197931,0,Medium
1121,HR,9,237,0.7070088319489071,7,0.9319346515751561,0,Medium
1122,HR,6,217,0.49937700821695924,5,0.6674299907080867,0,Medium
1123,Sales,3,161,0.7874443060573674,5,0.6158352340155065,0,Medium
1124,Ops,8,208,0.42686707030280097,6,0.5312740315659316,0,Medium
1125,Fin,6,186,0.8571440920794492,5,0.7124502300434988,0,Medium
1126,HR,9,210,0.9679866603961278,9,0.6179948777528758,0,High
1127,HR,3,192,0.6038612962906708,3,0.6160959106239026,0,Medium
1128,Fin,2,219,0.7103436290285992,3,0.9558495046117972,0,Medium
1129,HR,5,188,0.6273461668352887,7,0.9888220599953911,1,Medium
1130,Sales,5,205,0.404026234182436,7,0.8575390725307065,0,Medium
1131,Sales,5,212,0.6315247017370695,6,0.8297306631728497,0,Medium
1132,Fin,6,195,0.8750321555568079,3,0.776390713245371,1,Medium
1133,HR,2,237,0.7575933053100891,7,0.4162523966334596,0,Low
1134,HR,6,160,0.46075594876909537,5,0.34137407461295816,0,Medium
1135,Ops,8,211,0.908283693816271,7,0.7835084205792842,0,High
1136,HR,6,226,0.7186512069311457,2,0.8101503555796031,0,Medium
1137,Sales,2,247,0.9050340170468056,6,0.33288109376869784,0,Low
1138,Tech,2,174,0.7481329112710177,8,0.9496362251601936,0,Medium
1139,Tech,8,220,0.7358130669027639,1,0.3637984476112743,0,Medium
1140,Tech,2,201,0.46315551111820746,4,0.5001303736398417,0,Medium
1141,Tech,9,153,0.5004158398831768,1,0.770672868959093,1,Medium
1142,HR,2,208,0.9832151538979547,1,0.4189108160831334,0,Medium
1143,HR,5,221,0.5370920480528625,8,0.3387911219095711,0,Medium
1144,Ops,9,169,0.9864712707942207,7,0.5318025424149049,0,High
1145,HR,9,242,0.719147623914558,1,0.8361801023986253,0,Medium
1146,Tech,8,212,0.4814734282383623,2,0.5895750752896822,0,Medium
1147,Fin,4,203,0.45958132165221577,4,0.7570810453355575,1,Medium
1148,Fin,4,223,0.525318442423444,1,0.7057333680596957,0,Medium
1149,Sales,2,247,0.9553823980152014,3,0.3155529374179063,0,Low
1150,Sales,9,206,0.648490134596936,8,0.9919779909319946,0,Medium
1151,HR,4,239,0.6372605607957487,8,0.3289996621735714,0,Low
1152,Fin,4,190,0.5879237566421044,8,0.9774619163539394,0,Medium
1153,Tech,2,152,0.48823711033995304,6,0.6849049248550787,0,Medium
1154,Tech,4,155,0.6927107183154438,6,0.9742113189455465,0,Medium
1155,Tech,6,154,0.4780286695066832,5,0.3803275195896848,0,Medium
1156,HR,3,154,0.9012881418293965,9,0.6432859634298592,0,Medium
1157,HR,8,203,0.6222381917651839,4,0.41865286430624105,0,Medium
1158,Ops,3,196,0.6248821406690779,7,0.3356824139157097,0,Medium
1159,Tech,2,236,0.6844038570898936,1,0.732270380543618,0,Medium
1160,Tech,5,198,0.666476627899451,9,0.445448394673184,0,Medium
1161,HR,8,158,0.996914783835593,7,0.7113879128012821,0,High
1162,HR,2,248,0.7272286727309815,9,0.3786551373642899,0,Low
1163,Ops,9,169,0.45292102227392245,7,0.5323905300028919,0,Medium
1164,Ops,5,210,0.764126404946158,2,0.8471427906372729,0,Medium
1165,Sales,3,184,0.490950575721928,6,0.6059360652895314,0,Medium
1166,Fin,2,199,0.4185625868388052,4,0.7394217904281354,1,Medium
1167,Tech,9,231,0.9824452922063489,3,0.7532205585218822,0,High
1168,Tech,8,211,0.8641233349207383,2,0.8906285307911055,0,High
1169,Ops,8,166,0.9880653954482601,6,0.5274459560846488,0,High
1170,Ops,7,237,0.6867270688133454,8,0.7811068938077622,0,Medium
1171,Sales,9,152,0.7193545186893857,6,0.9731310649323159,0,Medium
1172,Fin,6,181,0.5010021735514781,9,0.8111703340505075,0,Medium
1173,Sales,4,248,0.5481444560005514,5,0.6429093337024211,0,Medium
1174,Fin,5,162,0.903129528941697,2,0.7415022111443504,1,Medium
1175,Tech,9,238,0.6137113882705565,8,0.8177780284341757,0,Medium
1176,Sales,7,222,0.8960889842778514,9,0.7285930359857107,0,High
1177,Ops,4,217,0.8254082345722191,4,0.3116730694428874,0,Medium
1178,Sales,4,163,0.5063025551631193,6,0.4363414483810581,0,Medium
1179,Sales,2,247,0.7044678196718452,8,0.8673277520508261,0,Medium
1180,Tech,4,160,0.8064323929112301,9,0.49085545311873924,0,Medium
1181,Ops,6,205,0.5410223288822951,5,0.8120934836927937,0,Medium
1182,Ops,8,216,0.8984131063120461,6,0.5604841506691891,0,High
1183,HR,7,241,0.7268965945271121,4,0.6653190297105602,0,Medium
1184,HR,4,178,0.49914523026556196,5,0.3475813098735826,1,Medium
1185,HR,2,158,0.7497906556987615,7,0.4268578927347967,0,Medium
1186,Tech,6,216,0.9998282824935484,9,0.9700378744634641,0,Medium
1187,Sales,3,174,0.49031289499804814,6,0.9230966374128398,0,Medium
1188,Ops,8,247,0.8900541580717168,6,0.7565925776293351,0,High
1189,Ops,8,225,0.5243854019125348,8,0.6217512181700161,0,Medium
1190,Sales,7,191,0.8694329976760524,4,0.7730329050266567,0,High
1191,Ops,8,158,0.8407467538728479,3,0.7330272023657572,0,High
1192,Sales,4,228,0.5802936313602595,7,0.6979865789232285,0,Medium
1193,Tech,2,189,0.5954938705386699,5,0.34142395030447925,0,Medium
1194,Tech,8,174,0.8755128351777515,2,0.7429618274630548,0,High
1195,Tech,8,154,0.6768673071323876,2,0.8382440311998178,1,Medium
1196,Sales,3,160,0.8384908172270853,6,0.9958571582519028,0,Medium
1197,Sales,3,208,0.4887904884195009,8,0.30775498681601676,0,Medium
1198,Fin,5,247,0.9115346691409321,1,0.8111214173174736,0,Medium
1199,Ops,6,237,0.8265308300093914,6,0.7002525211551863,0,Medium
1200,Ops,4,228,0.9441656853009004,2,0.6038365232566697,0,Medium
1201,Fin,8,187,0.4794234274209835,2,0.3892991221999596,1,Medium
1202,Fin,9,221,0.7558087002163586,7,0.5863596040444133,0,Medium
1203,Tech,8,154,0.7594723510241951,1,0.5480640280902946,0,Medium
1204,Fin,2,197,0.6120764443280695,6,0.5119809222851195,0,Medium
1205,Sales,5,239,0.6750798547415547,7,0.8116157363255453,0,Medium
1206,HR,6,167,0.4227889379739121,8,0.7905078648989846,0,Medium
1207,Sales,9,219,0.8475160231762072,7,0.7123140636866381,0,High
1208,Fin,5,186,0.7295934876419045,6,0.9570653693053606,0,Medium
1209,Ops,7,209,0.4346446311215043,9,0.5448980689265981,0,Medium
1210,Sales,6,197,0.8084535357762913,3,0.47066135639712564,0,Medium
1211,Ops,8,226,0.6800692463387128,6,0.7591323191688797,0,Medium
1212,Sales,8,177,0.420676755655,4,0.43916984265618203,0,Medium
1213,Ops,6,218,0.9817646361088572,2,0.5205073550283972,0,Medium
1214,Sales,8,226,0.9694672858536643,1,0.45722170805241935,0,High
1215,Ops,4,230,0.7077414496883185,1,0.34840749740295085,0,Medium
1216,HR,6,189,0.45620345242354615,3,0.8792491191449713,1,Medium
1217,Tech,5,194,0.8527727329591551,4,0.4781783800451628,0,Medium
1218,Sales,6,245,0.6951586600634374,2,0.6311192523401145,0,Medium
1219,HR,9,211,0.581468486973628,1,0.33032069127801833,0,Medium
1220,Tech,8,242,0.6948509065171341,4,0.7895376263768501,0,Medium
1221,Sales,4,207,0.7134664872432787,7,0.5313927016144036,0,Medium
1222,HR,4,216,0.7376270194134035,6,0.821315709480447,0,Medium
1223,HR,7,205,0.6647342281931959,6,0.5886821423275063,0,Medium
1224,HR,5,189,0.763453181883434,9,0.4370289244839372,0,Medium
1225,Fin,3,247,0.9512408263638265,2,0.6592225575974251,0,Medium
1226,Ops,3,189,0.6173608522591547,4,0.3913531917462078,0,Medium
1227,Tech,6,240,0.8354298779319694,5,0.6083774119110963,0,Medium
1228,Ops,7,226,0.9366715340945393,1,0.5221138341943405,0,High
1229,Ops,2,182,0.6735875654559622,8,0.9383717089397432,0,Medium
1230,Ops,6,155,0.6660735018291425,8,0.34265010520450395,0,Medium
1231,HR,7,237,0.7612701912128678,6,0.7858121898740194,0,Medium
1232,Ops,5,168,0.7548440556534929,5,0.4279258161912051,0,Medium
1233,Fin,5,229,0.8839536053957662,8,0.5233315520325679,0,Medium
1234,Sales,5,189,0.6858900302669756,3,0.5908598441434462,0,Medium
1235,HR,5,241,0.9976737697836647,3,0.9356105625624819,0,Medium
1236,Tech,5,246,0.4356829413203685,2,0.4698047862516776,0,Low
1237,Sales,7,208,0.4019007091484211,5,0.3639161617812691,1,Medium
1238,Sales,7,208,0.7841189869357743,3,0.5230827227933665,0,Medium
1239,Sales,4,197,0.579060947417126,3,0.3732731793748733,0,Medium
1240,Ops,9,190,0.5442294332196903,6,0.3900175401723867,0,Medium
1241,Ops,3,162,0.5871394480025683,8,0.7016954185825186,0,Medium
1242,HR,8,194,0.5536285390629726,2,0.3426313531696453,0,Medium
1243,Ops,5,238,0.41847402979626874,4,0.3216516169754962,0,Low
1244,Ops,2,202,0.9829198254343532,7,0.8000898710293484,1,Medium
1245,Ops,8,191,0.532447293071669,1,0.5531529663887311,0,Medium
1246,HR,7,249,0.8404178575535838,1,0.3877627444637113,0,High
1247,HR,2,212,0.8575578368165052,7,0.47752893960179577,0,Medium
1248,Fin,2,176,0.9575544388043375,7,0.7494605551466793,1,Medium
1249,Fin,2,187,0.418329674256028,1,0.4928755969985958,0,Medium
1250,Fin,4,209,0.9232290030682047,1,0.6461647875842855,0,Medium
1251,Fin,7,156,0.7163357085038802,4,0.3851867147086706,0,Medium
1252,Sales,2,154,0.7795264659794967,5,0.7116655463238128,0,Medium
1253,Sales,5,194,0.7866821662726202,5,0.5212543786902848,0,Medium
1254,Fin,6,207,0.8918786829908365,4,0.7388779041701016,0,Medium
1255,Fin,2,180,0.6000443932954663,8,0.865876417612816,0,Medium
1256,Tech,4,172,0.8398307139159961,7,0.7281524935729946,0,Medium
1257,Sales,8,191,0.7171468658333182,9,0.5070232938165145,0,Medium
1258,Tech,7,159,0.8760364085832086,7,0.47902059108381023,0,High
1259,Tech,9,181,0.99432761966208,1,0.5291946711134136,0,High
1260,Ops,4,202,0.5203906104422568,7,0.41523435926555335,1,Medium
1261,HR,2,179,0.9967891849359988,1,0.42682029559501405,0,Medium
1262,Sales,7,188,0.4538872925696644,7,0.8534837713301174,0,Medium
1263,Fin,6,180,0.40139052874288833,8,0.5693128035552114,0,Medium
1264,Fin,2,231,0.42649716170669877,9,0.6051966263994101,0,Medium
1265,HR,4,249,0.605069442842057,3,0.7158346258967677,0,Medium
1266,Sales,3,151,0.7797437984070605,4,0.7127574466060833,0,Medium
1267,Fin,5,227,0.4414177245327098,4,0.347163810065348,0,Medium
1268,Fin,9,226,0.4033994887177404,9,0.8820785504363658,0,Medium
1269,Ops,8,242,0.9622546170752768,7,0.42412858725675756,0,High
1270,Tech,4,161,0.8931559815639578,3,0.8061501452347681,0,Medium
1271,Fin,7,188,0.8855099026834187,5,0.8408696916897166,0,High
1272,Sales,9,215,0.9306545653011863,7,0.8004296738639195,0,High
1273,HR,9,245,0.8200205636632626,8,0.7052843525879016,1,High
1274,Ops,9,162,0.4626424778488489,1,0.310226297976218,0,Medium
1275,Sales,2,195,0.6394601128442339,2,0.5522628446542195,0,Medium
1276,Ops,5,176,0.8338896918787777,7,0.7233876005538068,0,Medium
1277,Tech,2,166,0.5682006764749126,2,0.5712159071457771,0,Medium
1278,Fin,7,244,0.8124438184817425,7,0.9044359264389691,0,High
1279,Sales,2,247,0.41469906896059144,9,0.5161615927447307,0,Medium
1280,HR,3,209,0.583682404527756,2,0.5054743547210623,0,Medium
1281,Tech,5,213,0.7294782017663036,7,0.4861983851648606,0,Medium
1282,Tech,5,237,0.7792538977037453,4,0.5329466082725568,0,Medium
1283,Ops,7,184,0.7462243986771465,2,0.6901834750199309,0,Medium
1284,Tech,8,219,0.8186537656440577,7,0.7949107059908135,0,High
1285,Sales,3,232,0.4036532489439035,5,0.7637975424171495,0,Medium
1286,Ops,4,179,0.46056471998651294,1,0.8654024739870357,0,Medium
1287,Tech,2,220,0.921366551367487,5,0.9201397968481974,0,Medium
1288,HR,6,223,0.8090491864540967,3,0.8712553296403458,0,Medium
1289,Sales,2,245,0.4677589856116068,7,0.3132617823620482,0,Low
1290,HR,9,247,0.9052446624391476,6,0.8151425674863921,0,High
1291,HR,2,212,0.5453387306947401,8,0.44587970153283213,0,Medium
1292,Ops,4,177,0.6869559305171341,5,0.39304962989558784,0,Medium
1293,Fin,2,209,0.4871179077307962,2,0.7469421493593948,0,Medium
1294,Ops,3,228,0.826066033853024,9,0.5238202367853864,0,Medium
1295,Sales,3,243,0.8001126526085607,8,0.33998201435931025,0,Low
1296,Sales,5,186,0.5266674826996818,6,0.3963408140788529,0,Medium
1297,Ops,7,242,0.9180404601142012,7,0.30065059180897274,0,High
1298,Fin,8,171,0.6407836145318273,9,0.932256539141295,0,Medium
1299,Ops,6,217,0.5755090546424451,7,0.317232588688867,0,Medium
1300,Sales,9,169,0.4913977536787213,3,0.4466190386566577,0,Medium
1301,Fin,2,245,0.5597008075093225,6,0.5913839464815351,0,Medium
1302,Sales,2,249,0.41321615273429024,7,0.5495999281655733,0,Medium
1303,Fin,4,217,0.7499544954736693,2,0.938208113838943,0,Medium
1304,Fin,7,240,0.9053384478063687,3,0.32820226201417946,1,High
1305,Ops,3,213,0.729388269664985,4,0.6585502953739361,1,Medium
1306,Ops,6,166,0.5315643771543255,6,0.7763356237670618,0,Medium
1307,Ops,5,161,0.42020150692832364,1,0.9521885815768181,0,Medium
1308,Fin,3,171,0.5287768439552817,9,0.7342598764866046,0,Medium
1309,Fin,9,166,0.6496728568426554,5,0.8626286652082338,0,Medium
1310,Sales,7,159,0.8557668572198779,7,0.35860745649174386,0,High
1311,HR,9,214,0.5127057115226645,9,0.5701576576558491,1,Medium
1312,Ops,8,171,0.8318748720128116,9,0.5617629941353472,0,High
1313,Sales,5,239,0.9201600810111302,1,0.9204017515190023,0,Medium
1314,Sales,8,231,0.6723681088650143,1,0.4059598198842924,0,Low
1315,Tech,4,199,0.892859194985556,3,0.40632032063564116,0,Medium
1316,Ops,9,163,0.7327944088210574,6,0.5299907049200588,1,Medium
1317,Sales,4,213,0.782254502248543,2,0.3381262331567863,0,Medium
1318,Tech,2,196,0.7157670762029216,1,0.427720628456743,0,Medium
1319,Ops,8,178,0.6779036300508051,1,0.9756467469820146,0,Medium
1320,Fin,7,225,0.5407920650655096,5,0.599728757907021,0,Medium
1321,Tech,9,185,0.5819164356766277,4,0.7424134458957055,0,Medium
1322,Fin,6,248,0.5739820713661654,1,0.8082778815412458,0,Medium
1323,HR,5,201,0.7379733585722889,4,0.5568729849050403,0,Medium
1324,HR,3,225,0.47197221581433396,3,0.40305895208736187,0,Medium
1325,HR,7,156,0.9500750144214011,2,0.44460671135524654,0,High
1326,HR,7,178,0.8323930871698679,9,0.5192865336064272,0,High
1327,Sales,4,160,0.6408673785479162,1,0.7452478942465579,0,Medium
1328,HR,8,182,0.4951744867158268,7,0.578796384362338,0,Medium
1329,Sales,9,155,0.9291953018329815,4,0.3047702885300897,0,High
1330,Sales,9,228,0.8942668540606992,5,0.6663850295472302,1,High
1331,Ops,2,181,0.8330329316303076,5,0.9450593743351925,0,Medium
1332,Sales,2,200,0.5629282284467454,1,0.8684543277060752,0,Medium
1333,Sales,5,224,0.6414679824602014,6,0.8776479598817417,0,Medium
1334,HR,4,207,0.461648951471454,9,0.8565406123242918,0,Medium
1335,Sales,7,236,0.513423714836519,2,0.5266115779272965,0,Medium
1336,Fin,9,175,0.8698099823900397,7,0.8356356836280744,0,High
1337,HR,6,247,0.8290232313104103,6,0.40021295046783506,0,Low
1338,Tech,4,195,0.7560914577855609,5,0.7604013030931674,0,Medium
1339,HR,5,247,0.9374360355557038,4,0.7490979966794961,0,Medium
1340,Sales,5,178,0.7499599106878272,4,0.31789885936281426,0,Medium
1341,Fin,4,153,0.6801807999781665,6,0.851579093513652,0,Medium
1342,HR,5,230,0.6042224477834577,4,0.9322736735665913,0,Medium
1343,Fin,4,248,0.9642691034417036,5,0.48719069493047534,0,Low
1344,Tech,3,162,0.44962927691461213,6,0.8686735069303055,0,Medium
1345,Tech,4,188,0.958532423236485,5,0.35768418030336374,1,Medium
1346,Ops,8,164,0.896028795958611,7,0.7199775007827461,0,High
1347,Ops,4,178,0.4779579547214208,9,0.6399528057339939,0,Medium
1348,HR,5,178,0.7389906146051521,7,0.6821464733163,0,Medium
1349,Ops,9,224,0.9199287890494521,7,0.9483436413190415,0,High
1350,Fin,8,181,0.7430854981642923,4,0.9099206730727974,0,Medium
1351,Ops,5,151,0.9443198929363734,1,0.8495585600678299,0,Medium
1352,Fin,2,196,0.9657902900896255,8,0.4915889203748597,0,Medium
1353,Ops,2,227,0.6534307133105836,4,0.9382730400802641,0,Medium
1354,Ops,9,233,0.6263881968437942,1,0.36825538472471264,0,Low
1355,Ops,9,171,0.9617926923814941,5,0.8973304515911514,1,High
1356,Sales,8,224,0.8050840366898009,8,0.5297120506475255,0,High
1357,Sales,3,176,0.4696136088089016,4,0.33764061816338836,0,Medium
1358,Ops,9,216,0.4253750495336087,8,0.7685498889685237,0,Medium
1359,Fin,2,230,0.7387774305983579,8,0.46189594982116877,1,Medium
1360,HR,4,205,0.9581025792630548,3,0.47049978810524234,0,Medium
1361,Tech,5,241,0.906549221443491,9,0.51423301636014,0,Medium
1362,Sales,2,242,0.8055086478786019,3,0.3445793372517617,0,Low
1363,Ops,2,170,0.48346950933465255,1,0.4239890009387778,0,Medium
1364,Tech,3,196,0.5525388302492173,2,0.3035977393098922,1,Medium
1365,Sales,8,229,0.9253067359315696,6,0.6117866647740507,0,High
1366,HR,8,208,0.5096843419941403,2,0.3589787641925799,0,Medium
1367,Fin,7,233,0.5670636449502607,6,0.7778568235309392,0,Medium
1368,Ops,3,155,0.47776039071726517,1,0.46493599583415385,0,Medium
1369,HR,4,168,0.8056649388486467,1,0.9605019008246239,0,Medium
1370,Sales,8,206,0.9663893832179258,5,0.9098761391790567,0,High
1371,Ops,5,218,0.5613808189572316,9,0.5026086264777457,0,Medium
1372,Tech,9,152,0.6852439647100442,8,0.8482508182596751,0,Medium
1373,Fin,3,150,0.7806038438267225,3,0.8622714332653644,1,Medium
1374,Sales,9,207,0.9996797489293784,3,0.9905941798800872,0,High
1375,Fin,2,187,0.46288483899854327,1,0.7184879907919794,0,Medium
1376,Ops,5,164,0.6991424797034255,3,0.35737601425056353,0,Medium
1377,HR,5,183,0.6310720719415001,1,0.7527860602484666,0,Medium
1378,Fin,2,210,0.9194920991334131,8,0.7374858238632246,0,Medium
1379,Tech,3,184,0.6855806386069936,1,0.7468454041943022,0,Medium
1380,Sales,2,213,0.46658651475108887,5,0.515001953672948,0,Medium
1381,Tech,9,174,0.7806544871719502,9,0.901775709556233,0,Medium
1382,Fin,7,173,0.8624683709583278,7,0.9716305280687882,1,High
